timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:25:08.655, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:25:09.656, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:25:10.657, 57 %, 11 %, 8188 MiB, 1228 MiB
