timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:24:51.630, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:24:52.631, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:24:53.632, 36 %, 7 %, 8188 MiB, 1228 MiB
