timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:52:04.594, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:52:05.595, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:52:06.597, 90 %, 15 %, 8188 MiB, 1594 MiB
2025/07/01 20:52:07.600, 99 %, 19 %, 8188 MiB, 1614 MiB
2025/07/01 20:52:08.601, 100 %, 22 %, 8188 MiB, 1614 MiB
