timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:27:41.799, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:27:42.800, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:27:43.801, 52 %, 10 %, 8188 MiB, 1228 MiB
2025/07/01 20:27:44.802, 99 %, 21 %, 8188 MiB, 1208 MiB
2025/07/01 20:27:45.803, 99 %, 22 %, 8188 MiB, 1208 MiB
