timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:31:14.479, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:31:15.481, 85 %, 14 %, 8188 MiB, 998 MiB
