timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:18:21.589, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:18:22.591, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:18:23.592, 64 %, 14 %, 8188 MiB, 1446 MiB
2025/07/01 20:18:24.593, 100 %, 16 %, 8188 MiB, 1454 MiB
2025/07/01 20:18:25.594, 100 %, 17 %, 8188 MiB, 1454 MiB
