timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:27:31.598, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:27:32.599, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:27:33.600, 83 %, 14 %, 8188 MiB, 1228 MiB
2025/07/01 20:27:34.601, 99 %, 21 %, 8188 MiB, 1208 MiB
2025/07/01 20:27:35.603, 99 %, 22 %, 8188 MiB, 1208 MiB
