timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/07/01 20:27:19.267, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:27:20.268, 0 %, 0 %, 8188 MiB, 9 MiB
2025/07/01 20:27:21.269, 56 %, 11 %, 8188 MiB, 1224 MiB
2025/07/01 20:27:22.271, 99 %, 21 %, 8188 MiB, 1208 MiB
2025/07/01 20:27:23.272, 99 %, 21 %, 8188 MiB, 1208 MiB
